id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,total_delay,average_service_rating
83376,1,0,30,1,1,1124,2,5,2,1,5,2,5,5,3,2,3,5,4,5,6,10.0,0,16.0,4.25
41165,0,0,8,1,1,224,2,5,0,4,3,0,3,3,4,2,4,5,4,3,1,0.0,0,1.0,2.75
36961,0,0,30,0,0,3843,2,2,2,2,2,2,2,2,4,5,4,5,3,2,130,122.0,1,252.0,2.0
119189,1,0,37,0,1,290,3,5,5,5,3,3,3,3,4,3,2,1,3,3,24,14.0,0,38.0,3.0
125233,0,1,22,0,0,1149,5,5,5,3,1,5,1,1,4,3,5,3,4,1,0,0.0,1,0.0,2.0
80006,0,0,52,1,1,1207,2,3,2,4,1,3,3,3,3,2,3,4,3,2,19,50.0,0,69.0,2.25
26015,1,1,21,0,1,425,2,1,2,3,1,2,4,1,4,1,3,3,4,1,25,16.0,0,41.0,2.0
39238,0,0,53,0,0,268,0,0,0,3,3,4,4,4,4,4,4,4,4,3,0,0.0,1,0.0,2.75
83302,1,0,47,0,2,2079,1,5,5,5,1,1,1,1,4,2,4,3,4,1,0,0.0,0,0.0,1.0
28682,0,0,49,0,1,2777,1,4,4,4,2,3,4,1,1,1,1,4,1,3,6,0.0,0,6.0,2.0
74849,0,0,36,0,0,2136,2,2,5,2,2,4,4,4,4,4,4,5,4,5,0,0.0,1,0.0,3.0
80624,0,1,47,0,2,236,5,5,5,3,5,5,5,5,3,3,5,3,2,5,0,5.0,1,5.0,5.0
13848,1,0,29,0,2,594,4,1,1,1,4,4,4,4,4,5,1,1,5,4,0,0.0,1,0.0,4.0
112027,0,1,59,0,1,280,3,5,3,4,5,3,5,5,1,2,5,1,4,5,0,0.0,0,0.0,4.5
90439,1,0,64,0,0,404,1,1,1,1,3,4,4,4,4,4,4,5,4,3,0,0.0,1,0.0,3.0
122631,1,0,43,1,1,728,2,5,2,5,4,2,5,4,2,1,1,3,4,4,0,0.0,0,0.0,3.75
85086,0,0,47,0,0,874,1,1,1,1,5,5,4,3,3,3,3,4,3,3,0,0.0,1,0.0,3.25
126479,1,0,53,0,1,1788,3,3,3,3,3,3,3,3,3,4,3,1,4,3,0,9.0,0,9.0,3.0
24764,0,0,35,0,0,432,2,4,4,4,1,3,3,2,2,2,2,2,2,3,0,10.0,0,10.0,2.0
66823,0,1,24,0,1,731,2,2,2,3,5,2,5,5,4,2,4,4,5,5,6,0.0,0,6.0,4.25
79450,0,0,35,0,0,2142,3,1,5,5,4,4,4,3,3,4,3,2,3,1,64,71.0,0,135.0,3.5
67783,0,1,25,0,1,1205,1,1,1,3,3,1,3,3,2,3,3,4,4,3,17,16.0,0,33.0,2.5
20640,0,0,50,1,1,793,3,4,3,3,4,4,5,2,2,3,2,5,2,4,0,11.0,0,11.0,3.5
63173,1,0,44,0,0,337,2,3,2,2,4,5,5,5,5,5,5,5,5,5,2,0.0,1,2.0,4.0
46472,1,0,51,0,0,3053,3,4,4,4,2,4,4,3,3,3,3,3,3,1,27,44.0,0,71.0,3.0
126298,1,0,64,1,1,631,2,2,2,2,2,2,2,2,1,3,3,3,2,2,0,0.0,0,0.0,2.0
82865,0,1,25,0,0,594,4,4,4,2,3,4,3,3,4,5,4,5,4,3,1,1.0,1,2.0,3.25
39880,1,0,8,1,1,221,1,4,0,1,2,0,2,2,4,1,1,4,1,2,0,0.0,0,0.0,1.75
43572,0,1,27,0,1,1499,4,4,4,3,3,4,3,3,3,2,2,4,2,3,0,8.0,0,8.0,3.25
85375,0,0,57,0,0,214,2,4,4,4,4,3,2,3,3,2,2,3,3,3,10,4.0,0,14.0,2.75
42077,0,0,33,0,2,116,5,3,3,3,5,5,5,5,3,2,3,4,3,5,0,0.0,1,0.0,5.0
29966,0,1,62,0,1,261,3,0,3,4,5,3,5,5,2,3,5,4,2,5,0,0.0,0,0.0,4.5
20472,0,0,35,0,2,177,3,4,4,4,3,3,3,3,1,1,3,1,3,3,5,0.0,0,5.0,3.0
3115,1,0,45,0,0,2141,2,2,2,2,5,5,4,4,4,5,4,3,4,3,0,0.0,1,0.0,3.75
104116,1,0,49,1,2,297,4,5,4,1,2,4,2,2,3,5,4,5,5,2,0,0.0,0,0.0,2.5
38498,0,0,40,0,0,2465,3,3,3,3,2,4,5,3,3,4,3,1,3,2,126,115.0,1,241.0,3.25
51665,0,1,26,0,1,598,1,5,0,1,1,0,1,1,2,1,4,4,1,1,3,0.0,0,3.0,1.0
44976,1,0,40,0,0,3196,4,1,1,1,4,4,4,3,3,3,4,4,3,4,0,0.0,0,0.0,3.75
67961,0,1,54,0,0,1205,4,5,5,2,5,4,5,5,4,3,5,5,4,5,0,0.0,0,0.0,4.75
52092,1,0,56,0,1,351,4,1,1,1,4,4,4,4,5,3,5,3,3,4,0,0.0,1,0.0,4.0
49699,0,0,27,0,0,3249,3,3,3,3,4,4,4,4,3,5,2,5,4,4,11,8.0,1,19.0,3.75
105486,1,0,40,0,0,2619,2,2,2,2,4,4,4,5,5,5,5,5,5,4,18,10.0,1,28.0,3.75
94310,1,0,58,0,0,3676,4,4,4,4,5,4,4,4,4,4,4,3,4,3,2,3.0,1,5.0,4.25
42334,0,0,27,1,1,834,3,2,3,4,4,3,4,4,4,1,3,1,3,4,0,0.0,0,0.0,3.75
123878,1,1,21,0,1,144,3,0,3,2,4,3,5,4,4,2,2,3,2,4,0,0.0,0,0.0,4.0
51859,1,0,37,0,2,438,2,5,4,5,2,2,2,2,4,2,4,2,4,2,0,0.0,0,0.0,2.0
29739,1,0,42,0,0,183,4,4,4,4,5,4,5,4,4,4,5,3,4,4,0,0.0,1,0.0,4.5
60178,1,0,69,1,1,1120,1,4,1,5,2,1,2,2,4,5,5,5,4,2,0,0.0,0,0.0,1.75
63135,0,0,71,0,0,3614,2,3,3,3,4,4,4,2,2,2,2,3,2,3,0,0.0,0,0.0,3.0
36189,1,1,29,0,0,496,3,3,3,2,1,3,1,1,3,4,2,2,3,1,0,0.0,0,0.0,1.5
20108,0,0,49,0,0,3768,1,2,4,2,2,4,4,1,1,1,1,3,1,3,126,125.0,0,251.0,2.0
34854,1,0,26,0,0,1826,2,2,5,2,4,4,4,4,5,1,5,5,4,4,0,0.0,1,0.0,3.5
51206,0,1,62,0,2,86,2,2,2,1,4,2,2,4,1,3,5,1,4,4,42,46.0,0,88.0,3.0
16248,1,0,22,0,0,946,2,2,3,2,4,4,4,4,5,3,5,2,3,4,75,69.0,1,144.0,3.5
85497,0,0,14,1,1,332,3,4,4,4,1,4,1,1,3,2,3,4,4,1,0,0.0,0,0.0,1.5
111092,1,0,57,1,1,197,1,5,1,5,4,1,4,4,4,5,4,4,4,4,0,0.0,0,0.0,3.25
95664,0,0,39,0,2,845,2,4,2,2,2,2,2,2,4,3,3,1,2,2,9,0.0,0,9.0,2.0
116419,0,0,50,1,1,325,5,2,5,3,3,2,3,5,5,5,5,1,5,3,0,0.0,1,0.0,4.0
121597,0,0,53,1,1,936,1,4,1,3,3,4,4,2,2,1,2,2,2,4,0,0.0,0,0.0,2.5
113422,1,0,52,0,0,2320,5,5,4,5,5,4,5,4,4,4,4,3,4,4,36,18.0,1,54.0,4.75
35314,0,0,60,0,1,944,1,1,1,1,3,3,4,1,1,1,1,1,1,2,32,105.0,0,137.0,2.25
78560,0,1,26,0,0,666,4,4,3,3,3,3,2,3,5,4,4,5,5,3,0,0.0,0,0.0,3.0
59039,0,1,41,0,1,1846,1,1,1,3,1,1,1,1,2,3,3,2,4,1,15,20.0,0,35.0,1.0
114294,0,0,17,1,1,957,1,1,1,4,1,1,1,1,2,3,3,1,4,1,115,131.0,0,246.0,1.0
5204,1,0,34,0,0,2723,2,1,2,2,3,5,4,4,4,4,4,4,4,3,0,2.0,1,2.0,3.25
81021,0,0,56,1,0,1399,1,2,1,3,2,4,4,1,1,1,5,4,1,1,0,0.0,0,0.0,2.0
31709,1,0,48,1,1,862,4,5,4,3,4,4,4,4,4,2,5,3,4,4,0,0.0,0,0.0,4.0
38890,1,0,66,0,0,3592,2,2,2,2,5,3,4,2,2,2,2,1,2,2,0,3.0,0,3.0,3.25
124923,1,1,25,0,1,728,2,2,2,3,5,2,5,5,4,3,4,5,2,5,2,5.0,0,7.0,4.25
45764,0,1,23,0,1,391,4,5,4,4,3,4,3,3,5,5,2,4,3,3,0,0.0,1,0.0,3.25
11775,0,0,23,1,1,429,4,1,4,3,2,4,2,2,4,1,2,4,2,2,4,2.0,1,6.0,2.5
106544,0,0,45,0,0,3322,1,1,5,1,5,5,4,5,5,5,5,4,5,4,0,3.0,1,3.0,3.75
97628,1,0,28,0,2,764,1,4,4,4,1,1,1,1,1,4,4,4,3,1,0,36.0,0,36.0,1.0
114783,0,1,22,0,1,404,2,4,2,5,2,2,2,2,5,5,5,5,4,2,23,22.0,0,45.0,2.0
79257,1,0,46,1,1,1598,4,5,4,4,2,4,2,2,3,2,4,5,5,2,0,0.0,1,0.0,2.5
4154,0,0,39,0,0,2168,3,3,3,3,4,3,3,4,4,4,4,2,4,1,0,22.0,1,22.0,3.5
95871,1,0,57,0,0,3007,1,3,3,3,4,3,2,1,1,2,1,2,1,3,0,0.0,0,0.0,2.0
88907,0,0,24,1,1,859,2,4,2,3,4,2,4,4,5,2,3,4,5,4,0,0.0,0,0.0,3.5
56258,0,0,41,0,1,404,2,4,4,4,2,2,2,2,2,1,2,1,2,2,0,0.0,0,0.0,2.0
22905,0,0,44,1,2,170,3,5,0,4,2,5,4,2,2,0,2,4,2,4,0,0.0,0,0.0,2.75
16997,1,1,12,0,1,843,2,3,3,3,3,3,3,3,1,5,5,1,4,3,0,2.0,0,2.0,2.75
5609,0,0,55,0,0,3496,5,5,3,5,5,4,4,4,4,4,4,3,4,5,5,0.0,1,5.0,4.5
36383,0,0,51,1,1,200,3,4,3,2,4,4,5,1,1,3,1,5,1,3,0,0.0,0,0.0,3.25
116556,0,0,20,1,1,337,3,5,3,4,5,3,5,5,4,2,5,2,3,5,0,0.0,0,0.0,4.5
37501,1,0,13,0,0,972,1,1,1,1,5,4,5,5,3,5,3,2,4,5,0,0.0,1,0.0,4.0
83075,1,1,29,0,1,983,2,1,1,4,4,1,4,4,1,4,3,2,3,4,12,2.0,0,14.0,3.5
99118,1,0,46,1,1,237,0,4,0,5,1,0,1,1,5,5,5,5,5,1,0,0.0,1,0.0,0.75
29822,0,0,39,0,0,204,2,2,2,2,5,4,2,4,4,4,5,1,4,5,0,0.0,1,0.0,3.25
50554,1,0,43,1,1,278,4,5,4,2,3,4,3,3,4,4,4,4,5,3,0,0.0,0,0.0,3.25
40991,1,0,61,1,1,984,4,4,4,1,4,4,5,4,5,3,4,4,4,4,7,0.0,0,7.0,4.25
30788,1,0,33,0,0,2825,4,4,4,4,5,4,4,1,2,3,2,4,4,4,220,238.0,1,458.0,3.5
89266,0,0,56,0,0,3423,3,3,3,3,3,5,5,5,5,5,5,5,5,4,0,0.0,1,0.0,4.0
40453,0,0,39,0,0,175,1,1,5,1,4,1,3,5,5,5,5,4,5,3,0,0.0,1,0.0,3.25
129743,0,0,16,0,0,337,2,3,3,3,2,2,2,4,3,3,3,2,1,2,148,150.0,0,298.0,2.5
105446,1,0,28,0,0,2488,1,1,1,1,3,4,3,3,5,3,5,4,5,3,36,37.0,1,73.0,2.5
94569,0,0,48,0,1,248,4,2,2,2,5,1,2,4,4,4,4,4,4,4,17,14.0,0,31.0,3.75
104957,1,0,54,0,0,314,4,4,4,4,3,4,4,5,5,5,5,5,5,3,0,5.0,1,5.0,4.0
33765,0,0,39,0,2,266,3,5,5,5,3,2,3,3,5,1,5,1,4,3,0,27.0,1,27.0,3.0
111776,1,1,23,0,0,1344,4,0,5,2,5,4,4,5,3,4,5,4,5,4,136,116.0,1,252.0,4.5
97324,1,0,29,0,0,347,5,5,5,5,4,4,4,4,5,4,4,4,4,4,23,20.0,1,43.0,4.25
92076,1,0,72,0,1,1454,2,4,4,4,2,2,2,2,2,1,3,2,4,2,9,0.0,0,9.0,2.0
99576,0,0,44,0,1,930,3,5,5,5,5,4,4,3,3,3,3,4,3,2,18,32.0,0,50.0,3.75
17999,0,0,29,0,0,332,2,5,5,5,2,2,2,2,4,1,4,1,4,2,0,0.0,0,0.0,2.0
103379,1,0,54,0,0,237,5,5,5,5,2,4,4,4,4,4,4,5,4,4,120,108.0,1,228.0,3.75
1315,0,1,25,0,0,247,4,5,5,3,3,5,3,3,5,3,5,5,5,3,0,0.0,1,0.0,3.25
51045,1,0,32,1,1,266,3,0,3,1,3,3,3,3,4,3,5,5,5,3,0,0.0,0,0.0,3.0
34076,1,0,52,1,1,1674,3,1,3,3,2,3,5,2,2,4,4,2,3,2,70,58.0,0,128.0,3.0
127837,0,0,55,0,0,3323,4,4,4,4,3,4,5,4,4,5,4,3,4,3,0,0.0,1,0.0,4.0
80950,0,0,42,1,2,341,1,5,1,5,5,5,4,2,2,1,4,4,2,4,0,0.0,0,0.0,3.0
78917,0,0,60,0,0,2296,4,4,4,4,5,5,5,5,5,5,5,5,5,4,0,0.0,1,0.0,4.75
53569,1,1,21,0,1,1195,2,1,1,2,1,1,1,1,3,2,5,5,2,1,0,0.0,0,0.0,1.25
108003,0,0,47,1,1,271,3,1,3,4,4,4,3,5,5,3,3,4,5,3,20,0.0,0,20.0,3.75
25495,0,1,22,0,1,547,5,0,5,1,4,5,4,4,3,4,3,3,5,4,0,0.0,1,0.0,4.25
36536,1,1,24,0,1,1197,2,2,2,4,5,2,5,5,5,5,2,4,4,5,0,64.0,0,64.0,4.25
68043,0,0,51,0,0,3897,2,2,3,2,5,4,5,5,5,5,5,3,5,3,0,0.0,1,0.0,4.25
78276,1,1,37,0,0,1598,4,4,4,2,4,4,4,4,5,4,5,5,5,4,77,70.0,0,147.0,4.0
79302,1,0,40,0,0,2248,1,5,5,5,1,1,1,4,3,4,3,1,3,1,330,320.0,0,650.0,1.75
90421,0,0,51,0,0,1724,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0.0,1,0.0,4.75
92921,0,0,54,0,0,134,1,1,1,1,5,5,5,3,3,4,4,5,3,4,0,0.0,1,0.0,3.5
32706,0,1,39,0,1,163,2,5,1,1,2,1,2,2,3,2,5,4,4,2,0,0.0,0,0.0,2.0
115573,1,0,43,0,0,3386,3,2,2,2,1,3,4,3,3,3,3,3,3,2,24,10.0,0,34.0,2.75
123868,0,0,59,0,0,3091,1,1,1,1,5,4,5,5,5,5,5,5,5,4,0,0.0,1,0.0,4.0
86345,1,0,53,0,0,1557,4,4,4,4,4,5,5,4,4,4,4,4,4,3,28,18.0,1,46.0,4.25
118212,1,0,25,0,2,1444,4,5,5,5,4,4,1,4,4,4,4,3,3,4,0,0.0,0,0.0,3.25
110417,0,0,58,0,0,2878,3,4,4,4,2,4,4,3,3,2,3,4,3,1,1,0.0,0,1.0,3.0
120190,1,0,50,0,0,2091,1,1,3,1,4,4,4,5,5,5,5,3,5,3,10,8.0,1,18.0,3.5
101100,0,1,23,0,1,1069,1,0,0,2,3,0,2,3,4,4,5,4,5,3,0,9.0,0,9.0,2.25
34029,0,0,36,1,1,1598,3,5,3,4,2,3,2,2,5,5,4,5,5,2,27,6.0,0,33.0,2.25
42184,0,0,48,0,0,834,3,3,3,3,3,1,5,5,5,5,5,4,5,3,0,0.0,1,0.0,4.0
124640,1,1,22,0,0,399,4,0,4,4,3,4,3,3,4,4,5,3,4,3,0,0.0,1,0.0,3.25
77316,1,0,40,0,0,588,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,0.0,1,0.0,4.0
15768,0,0,45,0,1,198,4,1,1,1,3,4,2,4,4,4,4,5,4,2,0,0.0,1,0.0,3.25
117803,1,0,58,0,0,2359,0,0,0,3,4,5,5,5,5,5,5,5,5,4,0,0.0,1,0.0,3.5
106896,1,0,38,1,1,577,2,5,2,3,4,2,4,4,5,3,5,3,5,4,10,0.0,0,10.0,3.5
110325,1,1,28,0,1,883,3,3,3,4,1,3,1,1,4,1,3,3,3,1,0,0.0,0,0.0,1.5
26657,0,1,26,0,1,181,1,0,1,3,4,1,4,4,5,5,2,3,2,4,4,0.0,0,4.0,3.25
30052,0,0,16,0,1,548,4,1,1,1,4,4,4,4,3,2,5,5,4,4,0,0.0,1,0.0,4.0
97158,1,0,22,0,0,3959,2,4,4,4,2,2,2,2,2,3,4,4,4,2,15,11.0,0,26.0,2.0
31842,1,0,21,0,0,2677,2,5,2,2,4,4,4,4,5,2,3,5,5,4,0,0.0,1,0.0,3.5
79221,1,0,44,1,1,1990,1,4,1,2,5,1,5,5,2,1,5,3,5,5,0,0.0,0,0.0,4.0
49030,0,0,45,0,1,190,5,5,5,5,2,4,5,5,5,5,5,5,5,1,42,91.0,1,133.0,4.25
52122,1,0,54,0,2,639,2,3,3,3,2,2,2,2,3,2,5,1,2,2,0,0.0,1,0.0,2.0
78712,0,1,38,0,1,447,3,2,3,3,3,3,2,3,2,3,4,3,3,3,0,0.0,0,0.0,2.75
84035,0,0,34,0,0,773,3,3,3,3,2,5,5,5,5,5,5,4,5,4,65,47.0,1,112.0,3.75
60462,1,0,57,0,0,862,3,2,2,2,4,3,3,3,3,3,3,3,3,4,3,8.0,0,11.0,3.25
103771,1,0,55,0,0,2806,3,3,4,3,3,4,3,3,3,3,3,2,3,2,2,0.0,0,2.0,3.0
38432,0,0,47,0,2,965,4,5,5,5,3,5,2,4,4,4,4,5,4,2,41,32.0,1,73.0,3.25
22921,0,0,39,0,0,1690,2,2,4,2,5,4,4,5,5,5,5,4,5,5,0,0.0,1,0.0,4.0
116454,0,0,13,1,1,296,3,4,3,3,5,3,5,5,2,1,4,4,3,5,53,58.0,0,111.0,4.5
109065,0,0,38,0,0,3741,1,2,2,2,3,1,2,1,1,1,1,1,1,2,30,9.0,0,39.0,1.75
74317,0,0,57,0,0,1171,2,1,1,1,1,2,2,2,2,1,2,4,2,3,45,52.0,0,97.0,1.75
77151,1,0,25,1,1,1865,3,4,3,4,3,3,3,3,4,1,3,4,2,3,27,0.0,0,27.0,3.0
68304,1,0,70,1,1,1797,1,5,1,4,4,1,4,4,5,4,4,3,3,4,0,7.0,0,7.0,3.25
123595,1,0,29,1,1,1773,2,4,2,5,1,2,1,1,2,4,4,1,5,1,0,0.0,0,0.0,1.25
96282,0,0,65,1,1,687,1,4,1,3,2,5,5,1,1,1,1,3,1,4,0,0.0,0,0.0,2.25
121540,0,0,26,0,0,936,3,3,3,3,4,4,4,4,3,4,4,5,5,4,3,0.0,1,3.0,3.75
94383,1,1,24,0,1,239,3,5,3,3,3,3,5,3,3,2,5,4,5,3,2,0.0,0,2.0,3.5
118942,0,0,38,0,0,3345,5,5,5,5,3,5,4,4,4,4,4,5,4,3,3,19.0,1,22.0,4.0
119857,0,0,28,0,1,912,2,3,3,3,2,2,2,2,4,4,3,4,4,2,0,0.0,0,0.0,2.0
13659,1,0,33,0,0,1902,3,3,3,3,4,4,4,4,2,1,5,5,1,4,0,0.0,1,0.0,3.75
92978,0,0,48,0,0,2265,1,1,1,1,4,4,4,5,5,5,5,4,5,5,0,0.0,1,0.0,3.5
123186,1,0,42,1,1,328,4,0,4,4,4,4,1,4,3,2,3,4,4,4,4,36.0,0,40.0,3.25
11876,0,0,49,1,1,1042,2,5,2,3,2,4,5,3,3,2,2,4,3,4,58,43.0,0,101.0,3.0
107992,1,0,32,0,0,2153,4,1,1,1,4,4,4,4,4,4,3,3,4,4,25,17.0,0,42.0,4.0
78915,1,0,42,0,0,1667,1,1,1,1,3,5,4,4,4,4,4,5,4,3,51,28.0,1,79.0,3.0
117935,0,0,43,0,0,3598,4,2,2,2,5,4,4,4,4,4,4,2,4,4,30,18.0,0,48.0,4.25
51243,0,0,33,0,2,308,0,0,0,1,3,0,3,3,3,2,5,1,3,3,13,13.0,1,26.0,2.25
98640,1,1,22,0,1,834,2,2,2,3,3,2,3,3,3,5,4,4,4,3,22,6.0,0,28.0,2.75
129094,1,1,25,0,1,2583,2,2,2,4,2,2,2,4,3,4,3,2,4,2,50,43.0,0,93.0,2.5
1657,1,0,47,0,0,435,3,1,3,1,2,3,3,3,3,3,3,3,3,1,0,0.0,0,0.0,2.75
109376,0,1,9,0,1,1046,3,3,3,4,1,3,1,1,3,1,3,2,3,1,35,9.0,0,44.0,1.5
122535,0,1,28,0,0,500,3,3,3,4,2,3,2,2,4,2,4,3,5,2,37,30.0,0,67.0,2.25
93030,1,1,23,0,1,436,0,4,0,1,4,4,4,4,5,5,5,5,4,4,0,0.0,1,0.0,3.0
3049,1,0,62,1,1,489,3,2,3,4,5,3,2,5,4,5,4,1,3,5,0,28.0,0,28.0,3.75
123741,1,1,33,0,1,96,3,3,2,4,5,2,2,5,1,2,4,2,4,5,0,0.0,0,0.0,3.75
18373,0,0,34,1,1,169,3,5,3,4,1,3,1,1,4,5,5,5,4,1,16,40.0,0,56.0,1.5
37434,0,1,20,0,1,1028,2,2,2,3,5,2,5,5,3,3,4,3,4,5,39,32.0,0,71.0,4.25
39451,1,0,55,1,1,129,2,0,2,2,5,2,5,5,4,5,5,5,4,5,0,0.0,0,0.0,4.25
30705,1,0,9,0,2,680,4,2,1,2,4,4,5,4,1,1,3,2,3,4,0,0.0,1,0.0,4.25
95159,1,0,28,1,1,239,2,5,2,3,5,2,5,5,5,3,4,4,4,5,31,27.0,0,58.0,4.25
87759,0,0,33,0,0,214,5,5,5,5,4,4,5,5,5,5,5,3,5,4,1,0.0,1,1.0,4.75
103968,0,0,21,1,1,770,3,4,3,4,4,3,4,4,5,5,5,3,4,4,0,3.0,0,3.0,3.75
104794,0,0,49,0,0,587,2,2,2,2,3,5,4,4,4,5,4,5,4,5,81,99.0,1,180.0,3.25
81545,1,0,34,1,1,1124,2,4,2,1,4,2,4,4,4,2,3,5,5,4,23,17.0,0,40.0,3.5
111520,1,0,36,1,1,391,2,4,3,2,1,3,1,1,5,5,4,4,4,1,34,18.0,0,52.0,1.25
78947,0,0,41,0,0,1951,5,2,5,5,2,5,5,4,4,4,4,4,4,4,0,0.0,1,0.0,4.0
57373,1,0,27,1,1,414,4,3,4,1,5,4,1,5,3,2,3,5,1,5,0,12.0,0,12.0,3.75
117895,1,0,43,0,1,255,1,1,1,1,2,1,2,2,4,5,2,3,2,2,12,7.0,0,19.0,1.75
92210,0,0,12,1,1,1979,1,2,1,4,4,1,4,4,2,1,4,3,3,4,4,0.0,0,4.0,3.25
10167,0,1,23,0,1,224,4,0,4,3,1,4,1,1,3,5,5,5,4,1,0,0.0,0,0.0,1.75
106954,1,0,22,0,0,937,2,2,2,2,5,5,5,5,3,4,4,3,4,5,17,21.0,1,38.0,4.25
3827,1,1,26,0,1,650,2,3,2,3,5,2,5,5,2,4,4,1,3,5,0,0.0,0,0.0,4.25
10414,1,0,45,0,0,1883,2,2,2,2,2,4,5,4,4,4,4,3,4,5,66,58.0,1,124.0,3.25
128152,1,0,55,0,0,1972,1,1,5,1,2,3,4,1,1,2,1,5,1,4,0,0.0,1,0.0,2.0
23191,1,0,30,1,1,223,3,1,0,3,2,0,2,2,2,4,4,4,4,2,20,14.0,0,34.0,2.25
1526,0,0,47,0,0,987,1,1,1,1,3,3,4,1,1,1,1,4,1,4,0,8.0,0,8.0,2.25
102013,1,1,39,0,0,258,4,4,4,3,3,4,2,3,3,3,5,3,4,3,14,2.0,0,16.0,3.0
122958,0,0,48,0,0,2661,5,5,5,5,2,5,4,5,5,5,5,4,5,3,5,19.0,1,24.0,4.0
120961,0,0,58,0,1,861,2,3,3,3,1,3,2,2,2,2,2,1,2,1,4,25.0,0,29.0,1.75
104358,1,0,66,1,2,452,5,1,5,2,3,5,3,3,1,2,2,3,3,3,0,0.0,1,0.0,3.5
110165,1,0,36,1,1,882,3,5,3,4,2,3,1,2,4,3,5,3,4,2,14,0.0,0,14.0,2.0
12602,0,0,33,1,1,542,3,4,3,4,1,3,1,1,2,1,1,4,2,1,12,7.0,0,19.0,1.5
6233,1,0,60,0,0,3431,5,5,2,5,3,5,5,4,4,4,4,5,4,4,66,98.0,1,164.0,4.25
72678,1,0,7,1,1,964,4,1,4,2,5,4,5,5,1,1,3,2,3,5,11,3.0,0,14.0,4.75
22920,0,0,45,0,0,489,2,2,2,2,2,5,4,5,5,4,5,5,5,4,0,0.0,1,0.0,3.25
77839,0,1,33,0,0,731,2,2,2,3,5,2,5,5,5,5,5,4,4,5,0,0.0,0,0.0,4.25
19197,1,0,56,0,0,142,5,5,2,5,4,2,2,4,4,4,5,1,4,1,0,0.0,1,0.0,3.75
55427,0,0,39,0,0,2521,5,5,5,5,4,4,4,4,3,5,4,4,5,4,14,21.0,1,35.0,4.25
24606,0,0,51,0,1,666,2,5,5,5,5,3,3,2,2,2,2,1,2,3,0,0.0,0,0.0,3.0
13695,0,0,33,0,0,3567,4,5,5,5,5,3,2,4,4,4,4,3,4,3,0,0.0,0,0.0,3.75
77571,1,0,44,0,0,3294,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0.0,1,0.0,3.25
78796,1,0,17,0,0,554,3,2,2,2,3,3,3,3,3,5,3,2,4,3,0,7.0,0,7.0,3.0
25849,0,0,33,0,0,3493,3,4,4,4,3,3,4,3,3,3,3,3,3,3,2,0.0,0,2.0,3.25
3068,0,1,28,0,0,413,3,3,3,5,5,3,5,5,5,4,5,4,4,5,5,0.0,0,5.0,4.5
55545,0,1,22,0,1,150,0,0,0,1,4,0,4,4,5,4,4,2,5,4,0,0.0,1,0.0,3.0
88818,1,0,36,0,2,271,3,5,5,5,3,3,3,3,1,4,3,3,4,3,8,12.0,0,20.0,3.0
103409,0,0,34,0,0,237,5,5,5,5,3,5,5,4,4,4,4,5,4,3,71,0.0,1,71.0,4.25
30167,0,0,13,1,1,399,2,4,2,1,4,2,4,4,3,4,4,3,4,4,0,0.0,0,0.0,3.5
16017,1,0,15,1,1,722,3,2,3,4,5,3,5,5,2,1,4,4,4,5,51,79.0,0,130.0,4.5
23441,0,0,46,0,0,2072,4,4,4,4,3,1,4,5,5,5,5,4,5,4,0,0.0,1,0.0,4.0
9213,0,0,44,0,0,100,0,4,0,2,4,4,4,3,2,5,4,4,5,4,230,214.0,1,444.0,2.75
68572,0,0,60,0,0,1616,3,3,3,3,5,5,4,2,2,2,2,3,2,5,43,23.0,1,66.0,3.5
4115,1,0,55,0,0,3384,3,3,3,3,4,3,3,3,3,3,3,3,3,4,0,0.0,0,0.0,3.25
9666,0,0,53,0,0,199,2,2,2,2,3,4,4,4,4,4,4,4,4,5,4,39.0,1,43.0,3.25
56348,0,0,30,0,1,200,4,5,5,5,4,4,4,4,3,3,4,4,3,4,0,0.0,0,0.0,4.0
93021,0,0,30,1,1,1524,3,2,3,2,4,3,4,4,1,1,2,4,3,4,0,0.0,0,0.0,3.75
9616,1,0,52,1,1,229,2,5,0,2,2,0,4,2,3,4,5,4,5,2,66,72.0,0,138.0,2.5
103461,0,0,13,1,1,448,2,3,2,4,3,2,2,3,2,2,2,4,3,3,0,0.0,0,0.0,2.5
8000,1,0,39,0,0,402,4,4,4,4,3,4,5,3,3,4,3,3,3,5,0,0.0,1,0.0,3.75
10261,0,0,7,1,0,166,4,4,4,4,5,4,1,5,4,4,5,4,5,5,0,0.0,0,0.0,3.75
6627,1,0,17,0,0,719,3,4,3,3,4,4,4,4,3,3,3,4,1,4,0,0.0,1,0.0,3.75
41027,0,1,26,0,1,989,2,2,2,3,5,2,5,5,5,4,1,1,4,5,0,0.0,0,0.0,4.25
